Date,Temperature(Deg C),Specific Conductance(uS/m),Dissolved Oxygen(mg/L),pH(SU),Oxidation-Reduction Potential(mV),Turbidity(NTU),Chlorophyll a (ug/L)
05/31/14,25.60,140,4.02,7.51,-72.90,124.50,1.5
06/01/14,26.13,139,15.12,7.80,-88.55,114.61,3.0
06/02/14,25.38,137,-2.45,7.53,-74.12,124.69,3.5
06/03/14,25.29,137,-3.62,7.27,-60.77,123.26,2.0
06/04/14,25.54,137,-4.19,7.41,-67.78,122.71,2.7
06/05/14,25.87,136,-3.64,7.47,-70.96,120.21,2.5
06/06/14,26.02,151,1.46,7.54,-78.56,109.51,2.4
06/07/14,26.13,169,6.81,7.38,-74.85,96.24,3.4
06/08/14,25.79,175,6.02,7.23,-67.02,100.19,3.8
06/09/14,25.63,178,5.94,7.22,-66.80,100.83,3.3
06/10/14,25.22,180,6.26,7.25,-68.21,105.33,4.9
06/11/14,25.05,176,6.05,7.22,-66.90,101.03,5.1
06/12/14,25.22,163,6.01,7.20,-65.92,102.92,7.9
06/13/14,25.41,160,6.77,7.27,-69.14,92.57,10.1
06/14/14,25.30,161,6.76,7.33,-72.10,87.18,7.7
06/15/14,25.27,161,6.81,7.28,-69.91,94.09,7.6
06/16/14,25.74,162,7.04,7.32,-71.65,91.04,6.4
06/17/14,26.27,160,7.71,7.45,-78.35,90.22,5.5
06/18/14,26.83,157,8.11,7.57,-84.29,87.77,4.9
06/19/14,27.62,155,9.20,7.97,-104.91,80.16,4.9
06/20/14,28.09,154,9.09,8.03,-108.06,74.02,8.5
06/21/14,28.66,154,9.36,8.15,-114.26,71.29,47.3
06/22/14,29.47,156,8.42,8.17,-115.57,68.81,14.2
06/23/14,28.67,156,8.11,7.88,-100.40,83.45,19.6
06/24/14,27.63,157,6.51,7.31,-71.54,106.16,12.1
06/25/14,28.13,160,5.17,7.03,-57.28,95.80,4.4
06/26/14,27.91,161,6.14,7.21,-66.39,109.50,4.8
06/27/14,27.58,160,6.27,7.22,-66.60,110.22,4.8
06/28/14,27.35,159,6.50,7.37,-74.37,106.48,5.2
06/29/14,27.21,160,6.42,7.37,-74.26,108.47,4.7
06/30/14,27.27,161,6.43,7.35,-73.19,111.31,4.6
07/01/14,27.81,160,7.58,7.63,-87.56,102.78,6.2
07/02/14,27.99,163,7.88,7.75,-94.03,97.52,9.6
07/03/14,27.74,166,8.16,7.70,-91.15,97.04,6.2
07/04/14,27.48,168,7.72,7.44,-78.13,100.05,4.3
07/05/14,27.78,171,8.51,7.67,-90.01,93.15,6.3
07/06/14,27.57,172,8.26,7.53,-82.45,96.40,8.6
07/07/14,27.51,174,7.81,7.38,-74.75,96.46,6.1
07/08/14,27.64,175,7.83,7.46,-78.99,89.43,4.5
07/09/14,28.11,177,8.02,7.45,-78.38,84.27,4.3
07/10/14,28.29,176,7.97,7.36,-73.86,81.78,4.3
07/11/14,29.12,175,7.92,7.38,-75.06,74.26,4.7
07/12/14,29.55,177,9.53,8.04,-108.60,52.11,7.2
07/13/14,29.13,177,8.33,7.62,-87.35,60.12,14.2
07/14/14,29.03,175,7.10,7.33,-72.34,61.14,22.9
07/15/14,28.45,173,7.39,7.67,-89.72,66.06,53.3
07/16/14,28.19,175,7.22,7.56,-84.31,69.27,52.4
07/17/14,27.99,165,7.00,7.53,-85.16,68.33,14.7
07/18/14,27.52,151,6.77,7.45,-83.78,66.54,2.5
07/19/14,26.98,150,6.15,7.35,-78.51,68.32,2.6
07/20/14,27.43,150,7.13,7.49,-85.90,65.01,2.1
07/21/14,27.68,150,8.21,7.74,-98.75,62.49,1.7
07/22/14,28.36,151,9.13,7.99,-112.14,56.55,1.6
07/23/14,28.81,151,9.29,8.29,-127.74,49.52,1.5
07/24/14,27.84,153,8.15,8.02,-113.59,57.06,2.4
07/25/14,27.53,154,7.38,7.61,-91.94,52.91,2.3
07/26/14,27.47,156,6.76,7.35,-78.75,49.99,2.1
07/27/14,27.93,158,6.92,7.44,-83.44,50.15,1.9
07/28/14,27.81,158,7.45,7.60,-91.56,52.30,2.8
07/29/14,27.47,160,6.95,7.42,-82.30,56.13,2.4
07/30/14,27.49,161,7.49,7.52,-87.45,48.40,1.3
07/31/14,27.41,161,7.14,7.48,-85.34,39.28,0.6
08/01/14,27.70,161,8.25,7.72,-97.76,43.16,0.8
08/02/14,27.68,161,8.23,7.77,-100.44,46.44,1.2
08/03/14,27.72,160,7.24,7.43,-82.68,52.03,1.0
08/04/14,28.12,160,5.85,7.34,-78.26,46.68,0.8
08/05/14,28.15,157,5.77,7.17,-69.26,63.35,0.8
08/06/14,28.48,156,6.70,7.50,-86.47,47.31,1.3
08/07/14,28.47,155,6.36,7.37,-79.55,71.43,1.4
08/08/14,28.10,155,6.23,7.31,-76.86,99.09,3.1
08/09/14,28.13,154,6.31,7.27,-74.81,114.50,1.7
08/10/14,28.49,156,6.57,7.25,-73.50,111.84,1.1
08/11/14,28.39,157,6.15,7.18,-69.80,120.08,5.3
08/12/14,28.24,159,6.57,7.34,-78.20,131.70,24.3
08/13/14,28.09,161,6.72,7.38,-80.33,140.31,4.8
08/14/14,28.23,162,6.54,7.26,-74.28,148.61,2.2
08/15/14,28.36,162,5.80,7.12,-66.56,158.21,1.5
08/16/14,27.99,161,5.42,7.08,-64.79,162.31,1.2
08/17/14,27.69,161,5.48,7.14,-67.69,163.11,2.5
08/18/14,27.55,160,5.48,7.09,-65.00,159.20,1.5
08/19/14,27.62,160,5.50,7.13,-67.18,137.50,2.0
08/20/14,28.17,159,6.60,7.37,-79.73,167.09,1.7
08/21/14,28.17,161,6.62,7.35,-78.61,155.52,1.9
08/22/14,28.73,162,7.13,7.41,-82.15,149.34,1.4
08/23/14,28.83,163,7.16,7.49,-86.16,149.67,2.2
08/24/14,29.24,165,6.99,7.45,-84.19,147.73,1.5
08/25/14,29.84,164,7.42,7.60,-91.69,143.25,1.1
08/26/14,30.32,163,8.13,7.89,-107.09,124.61,1.1
08/27/14,29.87,164,7.15,7.52,-87.83,140.76,0.6
08/28/14,29.85,163,6.23,7.46,-84.77,137.37,1.0
08/29/14,29.50,161,6.75,7.58,-90.76,151.34,3.4
08/30/14,29.09,162,5.92,7.34,-78.16,176.62,3.3
08/31/14,28.66,162,5.65,7.26,-73.86,195.66,35.5
09/01/14,28.39,161,5.93,7.32,-77.31,200.57,27.7
09/02/14,28.34,163,5.71,7.28,-75.25,199.33,1.9
09/03/14,28.99,163,6.62,7.46,-84.36,176.47,1.0
09/04/14,28.97,163,7.49,7.72,-98.11,154.16,3.7
09/05/14,28.89,164,6.73,7.60,-91.89,148.15,1.6
09/06/14,28.78,164,7.16,7.66,-94.80,144.65,2.2
09/07/14,28.61,166,6.67,7.50,-86.58,147.07,1.8
09/08/14,28.49,166,6.55,7.46,-84.42,154.66,1.0
09/09/14,28.30,165,6.89,7.55,-89.27,146.65,1.4
09/10/14,27.86,168,6.64,7.49,-86.10,171.72,6.0
09/11/14,27.64,169,6.18,7.37,-79.63,185.99,2.8
09/12/14,27.00,171,6.29,7.39,-80.91,191.44,3.4
09/13/14,26.20,174,6.51,7.44,-83.32,207.66,3.2
09/14/14,25.57,174,6.81,7.48,-85.17,215.99,2.1
09/15/14,25.09,174,6.64,7.44,-83.01,222.50,1.8
09/16/14,24.75,172,6.98,7.47,-84.88,232.77,2.8
09/17/14,24.52,171,6.62,7.38,-79.85,247.02,2.0
09/18/14,24.41,170,6.34,7.31,-76.22,249.78,1.8
09/19/14,24.41,169,6.37,7.28,-74.89,248.93,1.8
09/20/14,24.49,168,7.29,7.45,-83.84,238.19,1.9
09/21/14,24.54,168,7.55,7.55,-88.86,225.65,2.5
09/22/14,24.24,168,7.36,7.49,-85.65,232.23,2.2
09/23/14,24.08,169,7.20,7.42,-82.12,228.78,1.5
09/24/14,23.98,169,7.27,7.41,-81.34,224.59,1.5
09/25/14,24.13,168,7.64,7.49,-85.54,227.13,1.2
09/26/14,24.49,168,7.85,7.50,-86.16,216.70,1.1
09/27/14,24.81,168,8.46,7.76,-99.86,199.08,1.1
09/28/14,25.18,167,8.27,7.70,-96.79,152.85,0.6
09/29/14,25.17,170,8.14,7.71,-97.09,142.43,0.9
09/30/14,25.18,172,8.02,7.61,-92.03,168.78,1.2
10/01/14,25.09,172,7.76,7.57,-89.70,172.64,1.6
10/02/14,24.85,171,7.31,7.43,-82.67,177.89,3.5
10/03/14,24.53,170,6.87,7.34,-77.77,179.65,3.9
10/04/14,23.55,169,7.07,7.37,-79.68,180.88,3.2
10/05/14,22.69,169,7.26,7.39,-80.35,180.29,2.9
10/06/14,22.20,169,7.44,7.42,-81.93,187.75,2.8
10/07/14,22.02,168,7.50,7.42,-81.92,186.42,2.9
10/08/14,22.21,168,7.75,7.48,-84.96,191.58,2.5
10/09/14,22.17,168,7.59,7.44,-83.09,200.56,2.8
10/10/14,22.02,165,7.75,7.48,-85.18,202.67,2.5
10/11/14,21.58,166,7.65,7.43,-82.55,209.94,3.3
10/12/14,21.39,166,7.45,7.36,-78.70,215.76,3.2
10/13/14,21.40,164,7.93,7.51,-86.55,210.91,4.9
10/14/14,21.35,165,7.59,7.47,-84.21,212.84,4.1
10/15/14,21.15,164,7.57,7.44,-82.83,215.92,5.4
10/16/14,20.80,161,7.57,7.45,-83.31,217.86,6.0
10/17/14,20.65,161,7.60,7.48,-84.96,217.51,6.9
10/18/14,20.42,162,7.68,7.48,-84.87,220.60,8.2
10/19/14,20.33,161,7.38,7.40,-80.76,227.64,6.9
10/20/14,20.01,162,7.37,7.35,-78.33,229.21,6.2
10/21/14,20.00,161,7.62,7.39,-80.35,227.18,6.4
10/22/14,19.73,161,7.89,7.44,-82.61,230.31,5.8
10/23/14,19.45,161,7.74,7.38,-79.48,236.72,4.8
10/24/14,19.53,161,7.82,7.38,-79.67,232.68,3.9
10/25/14,19.48,161,8.17,7.46,-83.66,229.26,3.4
10/26/14,19.66,160,8.23,7.46,-83.48,230.17,3.0
10/27/14,19.50,161,8.07,7.46,-83.66,230.78,3.4
10/28/14,19.57,164,8.05,7.47,-84.09,230.87,2.8
10/29/14,19.46,166,8.07,7.45,-83.10,232.07,2.5
10/30/14,19.38,167,8.05,7.43,-82.13,233.97,2.0
10/31/14,18.87,167,8.22,7.51,-86.35,235.67,4.5
11/01/14,17.19,168,8.97,7.68,-94.77,247.16,5.4
11/02/14,16.38,170,8.99,7.63,-92.23,272.88,3.4
11/03/14,16.12,173,9.12,7.67,-93.81,281.72,3.1
11/04/14,15.92,175,9.17,7.67,-94.02,281.35,2.8
11/05/14,15.61,175,9.18,7.65,-92.64,267.55,2.3
11/06/14,15.40,174,9.36,7.68,-94.16,267.82,3.5
11/07/14,15.10,173,9.47,7.70,-95.10,277.98,2.7
11/08/14,14.95,173,9.44,7.68,-94.41,280.39,2.3
11/09/14,14.92,173,9.25,7.61,-90.86,288.20,1.9
11/10/14,14.75,173,9.51,7.70,-95.42,283.88,2.5
11/11/14,14.64,174,9.54,7.72,-96.18,287.84,2.7
11/12/14,13.95,176,9.71,7.76,-97.88,296.11,2.9
11/13/14,12.98,178,9.97,7.81,-100.56,302.67,3.2
11/14/14,11.90,180,10.22,7.81,-100.42,310.09,2.8
11/15/14,11.23,180,10.24,7.70,-94.78,320.33,2.3
11/16/14,10.95,178,10.26,7.72,-95.73,316.61,2.2
11/17/14,10.26,176,10.58,7.80,-99.62,310.44,2.7
11/18/14,9.51,175,10.74,7.79,-99.10,328.61,2.3
11/19/14,9.06,174,10.91,7.80,-99.71,340.95,2.0
11/20/14,9.24,174,10.92,7.78,-98.24,352.23,2.0
11/21/14,9.01,175,11.03,7.76,-97.67,367.05,2.1
11/22/14,9.30,174,11.21,7.84,-101.33,348.84,2.1
11/23/14,9.82,174,10.97,7.77,-98.13,351.07,2.3
11/24/14,10.19,178,10.85,7.74,-96.51,352.29,2.9
11/25/14,10.17,181,10.84,7.74,-96.69,355.89,3.2
11/26/14,10.22,179,10.67,7.69,-94.20,360.40,3.5
11/27/14,9.95,179,10.85,7.77,-98.06,351.23,3.3
11/28/14,9.51,178,11.03,7.77,-98.07,358.05,2.9
11/29/14,9.38,177,11.19,7.85,-101.78,352.54,2.9
11/30/14,9.79,177,11.14,7.82,-100.40,355.14,2.9
12/01/14,9.80,176,11.34,7.88,-103.45,351.37,2.6
12/02/14,9.70,177,11.03,7.73,-96.14,368.53,2.0
12/03/14,9.64,177,10.95,7.70,-94.52,375.04,1.9
12/04/14,9.62,176,10.90,7.65,-92.23,382.31,1.8
12/05/14,9.78,175,10.94,7.69,-94.23,387.69,1.9
12/06/14,9.96,175,11.02,7.78,-98.36,357.92,2.9
12/07/14,10.02,177,10.91,7.71,-95.41,361.88,2.4
12/08/14,9.96,177,10.92,7.71,-95.38,370.65,2.2
12/09/14,9.80,177,11.12,7.78,-98.76,361.20,2.9
12/10/14,9.73,180,11.04,7.77,-98.25,354.22,3.9
12/11/14,9.61,179,10.96,7.75,-97.12,358.07,3.9
12/12/14,9.58,175,10.77,7.66,-92.58,366.92,4.3
12/13/14,9.49,173,10.55,7.60,-89.79,369.69,4.7
12/14/14,9.47,174,10.46,7.55,-87.30,373.00,4.7
12/15/14,9.44,174,10.65,7.64,-91.83,363.54,4.6
12/16/14,9.61,176,10.74,7.68,-93.49,361.72,4.0
12/17/14,9.45,178,10.87,7.71,-95.11,361.56,3.0
12/18/14,9.34,179,10.69,7.62,-90.50,374.75,2.4
12/19/14,9.17,180,10.88,7.71,-94.87,369.77,2.4
12/20/14,9.00,180,10.95,7.72,-95.67,368.44,2.1
12/21/14,8.83,180,10.96,7.71,-95.21,371.54,1.9
12/22/14,8.51,180,11.21,7.80,-99.54,366.67,2.1
12/23/14,8.72,180,11.15,7.76,-97.49,367.98,2.1
12/24/14,8.71,182,11.16,7.76,-97.39,363.26,2.0
12/25/14,8.53,181,11.35,7.80,-99.20,368.56,2.1
12/26/14,8.58,183,11.54,7.86,-102.49,364.90,2.3
12/27/14,8.95,187,11.23,7.78,-98.57,370.38,2.2
12/28/14,9.15,188,11.06,7.77,-98.03,366.87,2.6
12/29/14,9.05,184,11.00,7.75,-97.08,377.08,3.8
12/30/14,8.73,183,11.06,7.77,-97.67,378.03,6.6
12/31/14,8.12,179,11.27,7.79,-99.00,379.95,7.3
01/01/15,7.61,178,11.44,7.79,-98.90,388.19,6.5
01/02/15,7.54,177,11.46,7.77,-97.89,391.46,6.2
01/03/15,7.76,177,11.51,7.76,-97.17,388.35,6.4
01/04/15,8.18,176,11.56,7.74,-96.38,388.23,7.1
01/05/15,7.90,174,11.68,7.76,-97.13,388.02,7.3
01/06/15,7.71,171,11.70,7.75,-96.64,390.39,7.5
01/07/15,7.18,170,11.86,7.80,-98.94,384.73,12.3
01/08/15,5.47,170,12.30,7.88,-102.64,388.78,9.2
01/09/15,5.30,171,12.35,7.89,-102.97,389.31,10.3
01/10/15,4.86,169,12.42,7.88,-102.47,392.87,9.7
01/11/15,4.81,166,12.48,7.87,-101.99,394.33,8.5
01/12/15,5.43,166,12.37,7.84,-100.61,391.66,8.6
01/13/15,5.53,166,12.45,7.85,-101.33,385.90,8.4
01/14/15,5.20,165,12.57,7.83,-100.41,392.11,6.9
01/15/15,5.29,165,12.53,7.80,-98.77,398.01,5.6
01/16/15,5.42,166,12.43,7.80,-98.84,397.37,5.2
01/17/15,5.46,165,12.65,7.88,-102.61,386.95,5.2
01/18/15,6.09,163,12.37,7.79,-98.73,389.59,5.3
01/19/15,6.44,163,12.33,7.77,-97.53,393.16,5.1
01/20/15,6.71,162,12.21,7.74,-96.34,395.79,5.1
01/21/15,6.88,161,12.21,7.74,-96.33,393.28,5.5
01/22/15,6.91,160,12.11,7.72,-95.05,393.11,5.3
01/23/15,6.68,160,12.13,7.75,-96.40,391.07,5.1
01/24/15,6.47,161,12.04,7.74,-96.29,389.79,4.8
01/25/15,6.38,159,12.31,7.85,-101.55,375.06,4.7
01/26/15,6.21,160,12.26,7.86,-101.86,371.08,6.5
01/27/15,6.19,163,12.28,7.85,-101.52,376.92,4.9
01/28/15,6.16,163,12.55,7.94,-105.61,372.78,4.3
01/29/15,6.44,166,12.45,7.95,-106.25,354.48,4.4
01/30/15,6.34,162,12.64,8.02,-109.43,350.54,4.8
01/31/15,6.35,163,12.63,8.00,-108.67,367.42,4.1
02/01/15,6.43,163,12.51,7.99,-108.29,362.56,4.4
02/02/15,6.25,162,12.56,8.03,-109.91,358.78,5.6
02/03/15,5.95,162,12.75,8.10,-113.53,363.74,4.8
02/04/15,6.20,164,12.65,8.08,-112.28,362.98,4.5
02/05/15,6.08,163,12.63,8.05,-111.19,357.28,4.1
02/06/15,5.70,165,13.02,8.19,-117.67,359.72,4.4
02/07/15,5.85,164,13.29,8.33,-124.27,348.93,4.7
02/08/15,6.22,167,13.04,8.24,-120.45,349.50,4.6
02/09/15,6.39,162,13.05,8.28,-122.39,344.77,4.9
02/10/15,6.36,164,12.71,8.15,-116.08,356.04,4.3
02/11/15,6.51,166,12.74,8.11,-114.09,366.53,4.3
02/12/15,6.21,168,12.81,8.20,-118.08,353.57,5.2
02/13/15,5.93,168,12.89,8.20,-118.01,358.13,4.3
02/14/15,5.73,164,12.84,8.14,-115.20,368.47,4.1
02/15/15,5.17,165,13.05,8.25,-120.67,362.96,4.2
02/16/15,4.46,165,13.03,8.21,-118.53,370.18,4.2
02/17/15,4.11,166,13.09,8.20,-117.67,374.84,4.1
02/18/15,3.66,167,13.53,8.39,-126.85,363.11,4.9
02/19/15,3.15,168,13.78,8.42,-128.22,357.48,4.6
02/20/15,2.39,167,14.32,8.60,-136.59,350.94,4.5
02/21/15,2.61,164,13.90,8.40,-127.14,360.88,5.2
02/22/15,2.94,165,13.92,8.39,-126.84,361.42,6.4
02/23/15,3.37,163,13.67,8.30,-122.34,363.03,9.4
02/24/15,2.98,160,14.06,8.39,-126.60,359.17,9.5
02/25/15,3.25,155,13.78,8.23,-119.17,372.12,15.7
02/26/15,3.36,144,13.36,8.01,-108.74,386.75,29.2
02/27/15,3.15,140,13.53,8.02,-109.10,386.19,26.9
02/28/15,3.18,137,13.55,7.97,-106.94,389.99,22.7
03/01/15,3.63,137,13.34,7.90,-103.32,394.31,18.6
03/02/15,4.12,143,13.56,8.00,-108.46,383.91,14.9
03/03/15,4.68,143,13.73,8.05,-110.67,378.89,12.1
03/04/15,5.39,149,13.49,8.17,-116.82,364.52,10.5
03/05/15,4.54,149,13.44,8.22,-118.82,360.69,11.1
03/06/15,4.13,147,13.62,7.99,-107.86,376.74,9.9
03/07/15,4.55,148,13.73,8.19,-117.57,366.66,11.5
03/08/15,5.10,147,13.62,8.06,-111.36,373.66,12.1
03/09/15,6.06,144,13.24,7.82,-100.17,383.31,14.3
03/10/15,6.75,145,12.92,7.75,-96.75,387.63,15.4
03/11/15,7.33,146,12.82,7.74,-96.47,387.53,15.0
03/12/15,7.80,149,12.85,7.78,-98.35,383.53,13.8
03/13/15,8.51,150,12.65,7.82,-100.25,379.39,14.2
03/14/15,9.22,152,12.43,7.74,-96.63,381.84,13.4
03/15/15,9.93,151,12.37,7.71,-95.42,382.15,13.0
03/16/15,10.38,149,12.31,7.66,-92.54,380.27,12.9
03/17/15,11.10,147,12.13,7.63,-91.31,372.18,13.5
03/18/15,11.16,148,11.87,7.66,-92.70,364.04,11.0
03/19/15,11.15,149,11.66,7.65,-92.44,363.04,8.9
03/20/15,11.25,151,11.58,7.65,-92.39,362.73,7.8
03/21/15,11.50,149,11.67,7.71,-95.60,368.25,6.8
03/22/15,11.73,151,11.45,7.62,-91.05,393.38,5.9
03/23/15,12.54,152,11.35,7.58,-88.89,402.16,5.5
03/24/15,12.78,155,11.42,7.62,-91.29,402.68,5.5
03/25/15,13.47,154,11.40,7.72,-96.02,395.63,5.9
03/26/15,13.73,151,10.94,7.63,-91.78,400.73,6.0
03/27/15,13.32,152,10.58,7.60,-89.96,404.40,6.4
03/28/15,13.09,154,10.38,7.62,-90.90,399.27,5.1
03/29/15,12.55,149,10.56,7.72,-95.78,390.72,5.4
03/30/15,13.38,151,10.13,7.56,-88.27,393.88,4.3
03/31/15,13.54,149,10.66,7.71,-95.83,399.12,4.2
04/01/15,14.34,148,11.01,7.73,-96.93,402.20,4.2
04/02/15,14.40,148,10.57,7.71,-95.48,398.14,4.8
04/03/15,14.64,150,10.21,7.65,-92.99,393.77,5.6
04/04/15,14.96,152,10.07,7.63,-91.72,392.11,4.2
04/05/15,15.00,154,9.84,7.56,-88.23,413.98,3.5
04/06/15,14.90,153,9.96,7.64,-92.08,408.86,4.2
04/07/15,15.28,154,9.70,7.60,-90.28,409.81,4.9
04/08/15,16.01,151,9.54,7.56,-88.49,415.25,4.6
04/09/15,16.66,151,9.48,7.54,-87.65,414.65,4.8
04/10/15,17.07,154,9.32,7.54,-87.71,412.77,4.3
04/11/15,17.29,155,9.23,7.50,-85.77,420.54,4.4
04/12/15,17.68,154,9.55,7.52,-86.59,420.81,4.0
04/13/15,17.83,155,9.47,7.56,-88.45,416.17,4.4
04/14/15,17.96,152,9.25,7.55,-88.29,413.62,4.9
04/15/15,17.97,155,8.87,7.36,-78.47,434.35,5.6
04/16/15,18.46,153,8.85,7.42,-81.50,427.95,5.5
04/17/15,18.68,151,8.85,7.40,-80.43,427.00,5.4
04/18/15,19.18,152,8.87,7.36,-78.61,428.50,5.3
04/19/15,19.20,153,8.37,7.32,-76.58,429.31,5.8
04/20/15,18.96,154,8.30,7.35,-78.20,429.93,6.6
04/21/15,18.84,155,8.34,7.37,-78.91,432.24,7.2
04/22/15,18.68,149,8.42,7.39,-80.35,429.46,8.3
04/23/15,18.49,150,8.49,7.38,-79.77,431.42,8.0
04/24/15,18.26,152,8.44,7.40,-80.61,432.26,10.3
04/25/15,18.25,154,8.47,7.46,-83.84,426.59,31.4
04/26/15,18.36,156,8.40,7.46,-83.75,422.52,28.3
04/27/15,18.35,158,8.61,7.51,-86.25,412.02,16.9
04/28/15,18.39,159,8.65,7.51,-86.09,416.80,17.4
04/29/15,18.44,161,8.67,7.52,-86.48,391.93,18.1
04/30/15,18.59,159,9.02,7.55,-87.94,370.53,8.6
05/01/15,18.71,162,8.99,7.60,-90.55,363.75,7.6
05/02/15,19.48,162,10.33,7.64,-92.64,366.15,5.8
05/03/15,19.29,160,10.04,7.66,-93.85,367.50,6.0
05/04/15,19.72,158,10.36,7.75,-98.22,363.03,6.3
05/05/15,20.16,157,10.43,7.70,-95.83,370.64,6.9
05/06/15,21.18,155,11.26,7.88,-104.98,354.00,7.2
05/07/15,21.80,154,11.99,8.11,-116.82,321.90,7.5
05/08/15,22.01,156,11.05,7.76,-99.21,343.37,7.3
05/09/15,22.31,155,10.26,7.64,-92.98,343.20,7.5
05/10/15,22.66,153,10.10,7.70,-96.41,331.33,7.9
05/11/15,22.85,154,9.58,7.68,-95.39,332.90,9.3
05/12/15,22.75,154,10.08,7.86,-104.53,323.07,10.2
05/13/15,22.92,155,9.58,7.53,-87.64,346.01,8.1
05/14/15,22.76,156,9.84,7.57,-89.85,346.38,7.7
05/15/15,22.55,153,9.21,7.85,-103.90,325.52,8.1
05/16/15,22.48,151,8.95,7.91,-106.79,312.67,8.6
05/17/15,22.27,151,8.62,7.83,-102.71,327.72,9.2
05/18/15,22.66,152,7.25,7.30,-75.70,351.57,7.4
05/19/15,22.92,151,8.73,7.79,-100.76,310.00,7.6
05/20/15,22.55,150,7.78,7.61,-91.52,314.46,5.9
05/21/15,21.83,149,8.53,7.80,-101.30,314.53,6.9
05/22/15,21.76,150,8.02,7.43,-82.50,320.13,5.1
05/23/15,22.09,152,8.60,7.63,-92.84,314.33,5.0
05/24/15,22.02,151,8.78,7.84,-103.51,313.48,8.5
05/25/15,22.03,152,8.28,7.68,-95.14,324.20,7.3
05/26/15,22.10,150,7.86,7.55,-88.73,333.17,7.4
05/27/15,22.40,153,7.73,7.47,-84.46,332.62,7.0
05/28/15,23.08,158,8.27,7.46,-84.16,326.08,6.9
05/29/15,23.26,158,8.42,7.57,-89.93,333.68,9.1
05/30/15,23.42,160,7.95,7.52,-87.03,328.89,10.4
05/31/15,23.83,164,7.55,7.40,-80.87,319.90,9.6
06/01/15,23.60,163,7.03,7.36,-79.14,316.03,10.1
06/02/15,23.47,161,5.92,7.25,-73.25,308.29,9.6
06/03/15,23.84,159,6.12,7.24,-73.09,294.75,10.2
06/04/15,24.40,157,8.35,7.49,-85.70,277.57,9.8
06/05/15,25.14,158,7.99,7.32,-77.02,274.70,8.9
06/07/15,26.55,151,9.96,8.37,-131.23,214.99,12.0
06/08/15,25.55,151,7.66,7.59,-91.09,244.91,14.8
06/09/15,25.78,150,5.97,7.17,-69.40,227.72,14.4
06/10/15,27.05,150,8.84,7.51,-86.74,216.55,14.7
06/11/15,26.81,150,8.60,7.62,-92.49,211.80,17.9
06/12/15,26.57,151,7.47,7.46,-84.44,216.24,19.9
06/13/15,26.76,151,6.94,7.34,-78.20,213.96,22.9
06/14/15,27.06,150,7.37,7.40,-81.46,206.68,24.4
06/15/15,27.38,150,7.12,7.32,-76.95,187.82,30.3
06/16/15,28.15,151,6.27,7.23,-72.54,151.97,24.2
06/17/15,28.70,152,8.24,7.59,-91.23,167.34,52.6
06/18/15,28.82,153,7.98,7.48,-85.37,163.86,43.1
06/19/15,28.10,152,6.98,7.42,-82.16,173.05,47.5
06/20/15,27.80,155,5.79,7.38,-80.44,155.95,8.5
06/21/15,28.13,153,6.07,7.46,-84.63,150.48,7.3
06/22/15,28.37,152,6.46,7.66,-94.97,150.47,7.1
06/23/15,28.69,153,7.27,7.81,-102.94,147.31,6.0
06/24/15,29.42,153,7.55,7.91,-108.01,139.49,5.0
06/25/15,29.91,153,8.57,8.32,-129.32,125.60,5.1
06/26/15,29.33,151,8.40,8.27,-126.73,133.45,12.8
06/27/15,28.72,151,7.37,7.94,-109.28,145.44,4.7
06/28/15,28.58,151,7.41,7.93,-108.68,147.23,4.8
06/29/15,28.21,150,7.01,7.71,-97.64,155.93,4.7
06/30/15,28.36,150,7.75,7.83,-103.45,156.54,4.6
07/01/15,28.02,150,7.11,7.70,-97.06,157.16,6.0
07/02/15,27.85,151,7.13,7.70,-96.86,155.56,5.3
07/03/15,27.78,153,6.87,7.60,-91.59,161.02,5.2
07/04/15,27.73,159,6.44,7.47,-84.80,159.79,5.4
07/05/15,27.97,162,6.88,7.63,-93.03,154.79,5.4
07/06/15,28.10,156,8.71,8.13,-119.05,141.84,6.6
07/07/15,27.74,160,6.83,7.55,-89.15,161.33,6.6
07/08/15,27.84,159,7.11,7.57,-90.16,162.48,10.3
07/09/15,28.00,158,7.31,7.63,-93.18,164.10,8.8
07/10/15,28.10,156,7.62,7.65,-94.45,166.76,5.3
07/16/15,30.52,152,9.52,8.56,-85.85,572.47,1.7
07/17/15,30.21,154,8.10,8.13,-62.19,660.82,1.6
07/18/15,30.64,154,8.49,8.34,-73.66,685.57,1.8
07/19/15,30.93,154,8.47,8.25,-69.05,673.27,1.7
07/20/15,31.10,154,8.23,8.25,-68.72,674.25,1.8
07/21/15,31.09,154,7.72,8.15,-63.37,674.28,1.9
07/22/15,31.04,154,7.42,8.06,-58.68,627.81,2.0
07/23/15,30.56,155,6.47,7.74,-41.10,560.77,2.7
07/24/15,30.76,156,6.59,7.71,-39.24,612.92,2.1
07/25/15,31.17,154,8.41,8.28,-70.92,598.09,2.4
07/26/15,31.02,156,7.80,8.12,-61.86,573.35,2.0
07/27/15,30.96,158,7.13,7.84,-46.70,605.26,1.9
07/28/15,31.24,160,7.45,7.93,-51.31,585.18,1.7
07/29/15,30.94,159,6.39,7.72,-39.94,459.71,2.0
07/30/15,30.90,159,6.56,7.73,-40.44,481.26,2.5
07/31/15,30.95,158,6.19,7.63,-34.81,477.66,2.3
